brand_id,brand_name,canonical_candidate,official_domain,vertical_l1,vertical_l2,domain_entity_type,strong_evidence,clean_score,source_name_invalid,kb_matched,canonical_confirmed,site_consensus_count,reasons
brand_schenker-tech-de_15948277,Schenker Tech,Schenker Tech,schenker-tech.de,consumer_electronics,laptop,commercial,false,0.906,false,false,false,1,parked_or_interstitial
brand_xmg-gg_dc97333c,Xmg,Xmg,xmg.gg,consumer_electronics,laptop,commercial,false,0.906,false,false,false,1,parked_or_interstitial
brand_nec-com_9635ac19,Nec,Nec,nec.com,consumer_electronics,laptop,commercial,false,0.906,false,false,false,1,parked_or_interstitial
brand_digitalstorm-com_4fc852f5,Digitalstorm,Digitalstorm,digitalstorm.com,consumer_electronics,laptop,commercial,false,0.906,false,false,false,1,parked_or_interstitial
brand_pcspecialist-co-uk_5145ac67,Pcspecialist,Pcspecialist,pcspecialist.co.uk,consumer_electronics,laptop,commercial,false,0.906,false,false,false,1,parked_or_interstitial
brand_mifcom-de_0920aec5,Mifcom,Mifcom,mifcom.de,consumer_electronics,laptop,commercial,false,0.906,false,false,false,1,parked_or_interstitial
brand_gigabyte-com_f8b03189,Gigabyte,Gigabyte,gigabyte.com,consumer_electronics,laptop,commercial,false,0.896,false,false,false,1,parked_or_interstitial
brand_hasee-com_42777cb6,Hasee,Hasee,hasee.com,consumer_electronics,laptop,commercial,false,0.896,false,false,false,1,parked_or_interstitial
brand_lancome-usa-com_9566ee3d,Lancome Usa,Lancome Usa,lancome-usa.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_garnierusa-com_4ff7af4f,Garnierusa,Garnierusa,garnierusa.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_nyxcosmetics-com_9888eb07,Nyxcosmetics,Nyxcosmetics,nyxcosmetics.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_kiehls-com_0bd82383,Kiehls,Kiehls,kiehls.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_yslbeautyus-com_8ce31af3,Yslbeautyus,Yslbeautyus,yslbeautyus.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_urbandecay-com_e0d34cb9,Urbandecay,Urbandecay,urbandecay.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_itcosmetics-com_8e1f9a0c,Itcosmetics,Itcosmetics,itcosmetics.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_laroche-posay-us_3eaa4a16,Laroche Posay,Laroche Posay,laroche-posay.us,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_vichyusa-com_8d02363d,Vichyusa,Vichyusa,vichyusa.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_esteelauder-com_f546840e,Esteelauder,Esteelauder,esteelauder.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_toofaced-com_9ea53a1f,Toofaced,Toofaced,toofaced.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_aesop-com_94a334a5,Aesop,Aesop,aesop.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_givenchybeauty-com_f8e1eb40,Givenchybeauty,Givenchybeauty,givenchybeauty.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_guerlain-com_0086883c,Guerlain,Guerlain,guerlain.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_benefitcosmetics-com_89693952,Benefitcosmetics,Benefitcosmetics,benefitcosmetics.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_makeupforever-com_861b4ba7,Makeupforever,Makeupforever,makeupforever.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_hudabeauty-com_054003b5,Hudabeauty,Hudabeauty,hudabeauty.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_clarinsusa-com_15e70a5b,Clarinsusa,Clarinsusa,clarinsusa.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_neutrogena-com_b3d2e47c,Neutrogena,Neutrogena,neutrogena.com,beauty_personal_care,cosmetics,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_smashbox-com_13345520,Smashbox,Smashbox,smashbox.com,beauty_personal_care,cosmetics,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_darphin-com_a095dd4b,Darphin,Darphin,darphin.com,beauty_personal_care,cosmetics,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_drjart-com_50fbb673,Drjart,Drjart,drjart.com,beauty_personal_care,cosmetics,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_parfums-givenchy-com_41705e1d,Parfums Givenchy,Parfums Givenchy,parfums-givenchy.com,beauty_personal_care,cosmetics,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_missguided-com_a4d5af3a,Missguided,MISSGUIDED,missguided.com,fashion,apparel,commercial,true,0.775,true,false,true,2,brand_name_noise|low_cleaning_score
brand_apc-fr_218cc0b6,A.P.C. Paris,A.P.C. Paris,apc.fr,fashion,apparel,commercial,true,0.844,false,false,true,2,high_punctuation_ratio
brand_everpress-com_3d021c08,Everpress,Everpress,everpress.com,fashion,apparel,publisher,true,0.81,false,false,true,2,publisher_not_allowed
brand_brownsfashion-com_d6be8648,Brownsfashion,Browns Designer Fashion &amp; Homeware for Women and Men,brownsfashion.com,fashion,apparel,commercial,true,0.91,false,false,true,3,too_many_tokens|name_too_long
brand_cos-com_c110675f,Cos,Cos,cos.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_arket-com_cb1fc0c8,Arket,Arket,arket.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_weekday-com_91d933d4,Weekday,Weekday,weekday.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_monki-com_2ee64a1d,Monki,Monki,monki.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_massimodutti-com_89434e02,Massimodutti,Massimodutti,massimodutti.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_bershka-com_2362c077,Bershka,Bershka,bershka.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_pullandbear-com_636fe72a,Pullandbear,Pullandbear,pullandbear.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_stradivarius-com_af5c5923,Stradivarius,Stradivarius,stradivarius.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_oysho-com_25bc1b59,Oysho,Oysho,oysho.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_mango-com_1d5d7163,Mango,Mango,mango.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_mangooutlet-com_15469c0c,Mangooutlet,Mangooutlet,mangooutlet.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_primark-com_5280387d,Primark,Primark,primark.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_aritzia-com_a3930982,Aritzia,Aritzia,aritzia.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_madewell-com_1f8f7e68,Madewell,Madewell,madewell.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_express-com_04e860c2,Express,Express,express.com,fashion,apparel,publisher,false,0.808,false,false,false,1,publisher_not_allowed|parked_or_interstitial
brand_brooksbrothers-com_8510b279,Brooksbrothers,Brooksbrothers,brooksbrothers.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_wrangler-com_b90237f7,Wrangler,Wrangler,wrangler.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_lee-com_d28ee8e7,Lee,Lee,lee.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_guess-com_a2889010,Guess,Guess,guess.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_lcwaikiki-com_4bc995f6,Lcwaikiki,Lcwaikiki,lcwaikiki.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_defacto-com_1bd68893,Defacto,Defacto,defacto.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_mavi-com_f6e72409,Mavi,Mavi,mavi.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_thenorthface-com_bd18d2d3,Thenorthface,Thenorthface,thenorthface.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_marmot-com_62ba2006,Marmot,Marmot,marmot.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_givenchy-com_0f1f17d5,Givenchy,Givenchy,givenchy.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_ssense-com_ca5b4219,Ssense,Ssense,ssense.com,fashion,apparel,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_jcrew-com_686374ae,Jcrew,Jcrew,jcrew.com,fashion,apparel,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_christianlouboutin-com_80fc9352,Christian Louboutin Australia Online Boutique,Christian Louboutin Australia Online Boutique,christianlouboutin.com,fashion,footwear,commercial,true,0.835,false,false,true,2,too_many_tokens
brand_giuseppezanotti-com_fa4a56ae,Giuseppe Zanotti ® - Official Website,Giuseppe Zanotti ® - Official Website,giuseppezanotti.com,fashion,footwear,commercial,true,0.835,false,false,true,2,too_many_tokens
brand_ghbass-com_0afb1860,G.H.BASS,G.H.BASS,ghbass.com,fashion,footwear,commercial,true,0.844,false,false,true,3,high_punctuation_ratio
brand_muckbootcompany-com_fce5e88e,The Original Muck Boot Company,The Original Muck Boot Company,muckbootcompany.com,fashion,footwear,commercial,true,0.835,false,false,true,2,too_many_tokens
brand_converse-com_8f108dba,Converse,Converse,converse.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_vans-com_d6f986de,Vans,Vans,vans.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_timberland-com_0622b2bc,Timberland,Timberland,timberland.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_crocs-com_70342511,Crocs,Crocs,crocs.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_naturalizer-com_0636d38b,Naturalizer,Naturalizer,naturalizer.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_samedelman-com_c97ba0d4,Samedelman,Samedelman,samedelman.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_jimmychoo-com_6ed811cf,Jimmychoo,Jimmychoo,jimmychoo.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_rogervivier-com_d2fbb321,Rogervivier,Rogervivier,rogervivier.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_tods-com_6c6e0a05,Tods,Tods,tods.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_johnlobb-com_e5eb6e79,Johnlobb,Johnlobb,johnlobb.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_allenedmonds-com_6cbd9747,Allenedmonds,Allenedmonds,allenedmonds.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_rieker-com_06daaac4,Rieker,Rieker,rieker.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_redwingshoes-com_e7df1567,Redwingshoes,Redwingshoes,redwingshoes.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_justinboots-com_6ed6b1bf,Justinboots,Justinboots,justinboots.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_tonylama-com_6912fc51,Tonylama,Tonylama,tonylama.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_bornshoes-com_9ff03cc2,Bornshoes,Bornshoes,bornshoes.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_korkease-com_4d0e77c7,Korkease,Korkease,korkease.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_vionicshoes-com_2f37a786,Vionicshoes,Vionicshoes,vionicshoes.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_francosarto-com_c92753aa,Francosarto,Francosarto,francosarto.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_samedelman-ca_31307c28,Samedelman,Samedelman,samedelman.ca,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_veja-store-com_8c02a82e,Veja Store,Veja Store,veja-store.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_autry-usa-com_a278ac91,Autry Usa,Autry Usa,autry-usa.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_zegna-com_3c8f66d8,Zegna,Zegna,zegna.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_oakstreetbootmakers-com_953014cd,Oakstreetbootmakers,Oakstreetbootmakers,oakstreetbootmakers.com,fashion,footwear,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_ferragamo-com_e154fc86,Ferragamo,Ferragamo,ferragamo.com,fashion,footwear,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_trilogyskincare-com_b1e534c2,HugeDomains,HugeDomains,trilogyskincare.com,beauty_personal_care,skincare,commercial,true,0.844,false,false,true,2,parked_or_interstitial
brand_roundaround-com_b3a8100c,HugeDomains,HugeDomains,roundaround.com,beauty_personal_care,skincare,commercial,true,0.844,false,false,true,2,parked_or_interstitial
brand_paulaschoice-com_ca719e36,Paulaschoice,Paulaschoice,paulaschoice.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_skinceuticals-com_ee75e8f8,Skinceuticals,Skinceuticals,skinceuticals.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_youthtothepeople-com_bce949f1,Youthtothepeople,Youthtothepeople,youthtothepeople.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_drsturm-com_07997b2c,Drsturm,Drsturm,drsturm.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_pcaskin-com_a5d4df28,Pcaskin,Pcaskin,pcaskin.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_lush-com_08e31bb8,Lush,Lush,lush.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_proactiv-com_c58cb09d,Proactiv,Proactiv,proactiv.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_apostrophe-com_67e64466,Apostrophe,Apostrophe,apostrophe.com,beauty_personal_care,skincare,publisher,false,0.808,false,false,false,1,publisher_not_allowed|parked_or_interstitial
brand_ubeauty-com_9fe10f7c,Ubeauty,Ubeauty,ubeauty.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_patchology-com_efa881cb,Patchology,Patchology,patchology.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_medicube-com_f1491768,Medicube,Medicube,medicube.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_origins-com_ac335ee5,Origins,Origins,origins.com,beauty_personal_care,skincare,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_clinique-com_82714299,Clinique,Clinique,clinique.com,beauty_personal_care,skincare,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_murena-com_10b06de5,Murena - deGoogled phones and services,Murena - deGoogled phones and services,murena.com,consumer_electronics,smartphone,commercial,true,0.835,false,false,true,2,too_many_tokens
brand_jolla-com_8344154c,Jolla,The Privacy Respecting European OS and AI Solution Provider,jolla.com,consumer_electronics,smartphone,commercial,true,0.91,false,false,true,3,too_many_tokens|name_too_long
brand_xiaomi-com_2c081f6c,Xiaomi,Xiaomi,xiaomi.com,consumer_electronics,smartphone,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_bq-com_d57e7c33,Bq,Bq,bq.com,consumer_electronics,smartphone,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_samsungmobilepress-com_43331f0c,Samsungmobilepress,Samsungmobilepress,samsungmobilepress.com,consumer_electronics,smartphone,publisher,false,0.808,false,false,false,1,publisher_not_allowed
brand_mintmobile-com_330bc60f,Mintmobile,Mintmobile,mintmobile.com,consumer_electronics,smartphone,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_metrobyt-mobile-com_85ae79e0,Metrobyt Mobile,Metrobyt Mobile,metrobyt-mobile.com,consumer_electronics,smartphone,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_usmobile-com_4475b089,Usmobile,Usmobile,usmobile.com,consumer_electronics,smartphone,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_consumercellular-com_14eac501,Consumercellular,Consumercellular,consumercellular.com,consumer_electronics,smartphone,commercial,false,0.908,false,false,false,1,parked_or_interstitial
brand_micromaxinfo-com_46312ac0,Micromaxinfo,Micromaxinfo,micromaxinfo.com,consumer_electronics,smartphone,commercial,false,0.898,false,false,false,1,parked_or_interstitial
brand_datacamp-com_0a270c20,Datacamp,Datacamp,datacamp.com,education,online_learning,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_futurelearn-com_f03bc823,Futurelearn,Futurelearn,futurelearn.com,education,online_learning,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_saylor-org_2c91d438,Saylor,Saylor,saylor.org,education,online_learning,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_packtpub-com_db765abe,Packtpub,Packtpub,packtpub.com,education,online_learning,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_blinkist-com_80f4898b,Blinkist,Blinkist,blinkist.com,education,online_learning,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_ninjatrader-com_2e2a65fa,Ninjatrader,Ninjatrader,ninjatrader.com,finance,digital_banking,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_avatrade-com_0e5fb424,Avatrade,Avatrade,avatrade.com,finance,digital_banking,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_bingx-com_6103ee22,Bingx,Bingx,bingx.com,finance,digital_banking,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_cryptoquant-com_9f21ee92,Cryptoquant,Cryptoquant,cryptoquant.com,finance,digital_banking,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_cointracker-io_116a070b,Cointracker,Cointracker,cointracker.io,finance,digital_banking,commercial,false,0.91,false,false,false,1,parked_or_interstitial
brand_koinly-io_da5e541b,Koinly,Koinly,koinly.io,finance,digital_banking,commercial,false,0.91,false,false,false,1,parked_or_interstitial
